fips,incidentType,num_disasters,has_data_center,num_data_centers
20063,Winter Storm,0,0,0
20063,Flood,0,0,0
20063,Tornado,0,0,0
20063,Tropical Storm,0,0,0
20063,Snowstorm,0,0,0
20063,Coastal Storm,0,0,0
20063,Severe Ice Storm,0,0,0
20065,Severe Storm,1,0,0
20065,Fire,0,0,0
20065,Hurricane,0,0,0
20065,Winter Storm,0,0,0
20065,Flood,0,0,0
20065,Tornado,0,0,0
20065,Tropical Storm,0,0,0
20065,Snowstorm,1,0,0
20065,Coastal Storm,0,0,0
20065,Severe Ice Storm,0,0,0
20067,Severe Storm,1,0,0
20067,Fire,0,0,0
20067,Hurricane,0,0,0
20067,Winter Storm,0,0,0
20067,Flood,0,0,0
20067,Tornado,0,0,0
20067,Tropical Storm,0,0,0
20067,Snowstorm,0,0,0
20067,Coastal Storm,0,0,0
20067,Severe Ice Storm,0,0,0
20069,Severe Storm,3,0,0
20069,Fire,0,0,0
20069,Hurricane,0,0,0
20069,Winter Storm,1,0,0
20069,Flood,0,0,0
20069,Tornado,0,0,0
20069,Tropical Storm,0,0,0
20069,Snowstorm,1,0,0
20069,Coastal Storm,0,0,0
20069,Severe Ice Storm,0,0,0
20071,Severe Storm,3,0,0
20071,Fire,0,0,0
20071,Hurricane,0,0,0
20071,Winter Storm,0,0,0
20071,Flood,0,0,0
20071,Tornado,0,0,0
20071,Tropical Storm,0,0,0
20071,Snowstorm,0,0,0
20071,Coastal Storm,0,0,0
20071,Severe Ice Storm,0,0,0
20073,Severe Storm,4,0,0
20073,Fire,0,0,0
20073,Hurricane,0,0,0
20073,Winter Storm,0,0,0
20073,Flood,0,0,0
20073,Tornado,0,0,0
20073,Tropical Storm,0,0,0
20073,Snowstorm,0,0,0
20073,Coastal Storm,0,0,0
20073,Severe Ice Storm,0,0,0
20075,Severe Storm,2,0,0
20075,Fire,0,0,0
20075,Hurricane,0,0,0
20075,Winter Storm,0,0,0
20075,Flood,0,0,0
20075,Tornado,0,0,0
20075,Tropical Storm,0,0,0
20075,Snowstorm,0,0,0
20075,Coastal Storm,0,0,0
20075,Severe Ice Storm,0,0,0
20077,Severe Storm,1,0,0
20077,Fire,0,0,0
20077,Hurricane,0,0,0
20077,Winter Storm,0,0,0
20077,Flood,0,0,0
20077,Tornado,0,0,0
20077,Tropical Storm,0,0,0
20077,Snowstorm,0,0,0
20077,Coastal Storm,0,0,0
20077,Severe Ice Storm,0,0,0
20079,Severe Storm,4,0,0
20079,Fire,1,0,0
20079,Hurricane,0,0,0
20079,Winter Storm,0,0,0
20079,Flood,0,0,0
20079,Tornado,0,0,0
20079,Tropical Storm,0,0,0
20079,Snowstorm,0,0,0
20079,Coastal Storm,0,0,0
20079,Severe Ice Storm,0,0,0
20081,Severe Storm,1,0,0
20081,Fire,0,0,0
20081,Hurricane,0,0,0
20081,Winter Storm,0,0,0
20081,Flood,0,0,0
20081,Tornado,0,0,0
20081,Tropical Storm,0,0,0
20081,Snowstorm,0,0,0
20081,Coastal Storm,0,0,0
20081,Severe Ice Storm,0,0,0
20083,Severe Storm,3,0,0
20083,Fire,0,0,0
20083,Hurricane,0,0,0
20083,Winter Storm,1,0,0
20083,Flood,0,0,0
20083,Tornado,0,0,0
20083,Tropical Storm,0,0,0
20083,Snowstorm,1,0,0
20083,Coastal Storm,0,0,0
20083,Severe Ice Storm,0,0,0
20085,Severe Storm,0,0,0
20085,Fire,0,0,0
20085,Hurricane,0,0,0
20085,Winter Storm,0,0,0
20085,Flood,0,0,0
20085,Tornado,0,0,0
20085,Tropical Storm,0,0,0
20085,Snowstorm,0,0,0
20085,Coastal Storm,0,0,0
20085,Severe Ice Storm,0,0,0
20087,Severe Storm,2,0,0
20087,Fire,0,0,0
20087,Hurricane,0,0,0
20087,Winter Storm,0,0,0
20087,Flood,0,0,0
20087,Tornado,0,0,0
20087,Tropical Storm,0,0,0
20087,Snowstorm,0,0,0
20087,Coastal Storm,0,0,0
20087,Severe Ice Storm,0,0,0
20089,Severe Storm,1,0,0
20089,Fire,0,0,0
20089,Hurricane,0,0,0
20089,Winter Storm,0,0,0
20089,Flood,0,0,0
20089,Tornado,0,0,0
20089,Tropical Storm,0,0,0
20089,Snowstorm,0,0,0
20089,Coastal Storm,0,0,0
20089,Severe Ice Storm,0,0,0
20091,Severe Storm,1,1,1
20091,Fire,0,1,1
20091,Hurricane,0,1,1
20091,Winter Storm,0,1,1
20091,Flood,0,1,1
20091,Tornado,0,1,1
20091,Tropical Storm,0,1,1
20091,Snowstorm,0,1,1
20091,Coastal Storm,0,1,1
20091,Severe Ice Storm,0,1,1
20093,Severe Storm,3,0,0
20093,Fire,0,0,0
20093,Hurricane,0,0,0
20093,Winter Storm,0,0,0
20093,Flood,0,0,0
20093,Tornado,0,0,0
20093,Tropical Storm,0,0,0
20093,Snowstorm,0,0,0
20093,Coastal Storm,0,0,0
20093,Severe Ice Storm,0,0,0
20095,Severe Storm,2,0,0
20095,Fire,0,0,0
20095,Hurricane,0,0,0
20095,Winter Storm,0,0,0
20095,Flood,0,0,0
20095,Tornado,0,0,0
20095,Tropical Storm,0,0,0
20095,Snowstorm,0,0,0
20095,Coastal Storm,0,0,0
20095,Severe Ice Storm,0,0,0
20097,Severe Storm,0,0,0
20097,Fire,0,0,0
20097,Hurricane,0,0,0
20097,Winter Storm,0,0,0
20097,Flood,0,0,0
20097,Tornado,0,0,0
20097,Tropical Storm,0,0,0
20097,Snowstorm,1,0,0
20097,Coastal Storm,0,0,0
20097,Severe Ice Storm,0,0,0
20099,Severe Storm,0,0,0
20099,Fire,0,0,0
20099,Hurricane,0,0,0
20099,Winter Storm,0,0,0
20099,Flood,0,0,0
20099,Tornado,0,0,0
20099,Tropical Storm,0,0,0
20099,Snowstorm,0,0,0
20099,Coastal Storm,0,0,0
20099,Severe Ice Storm,0,0,0
20101,Severe Storm,1,0,0
20101,Fire,0,0,0
20101,Hurricane,0,0,0
20101,Winter Storm,0,0,0
20101,Flood,0,0,0
20101,Tornado,0,0,0
20101,Tropical Storm,0,0,0
20101,Snowstorm,1,0,0
20101,Coastal Storm,0,0,0
20101,Severe Ice Storm,0,0,0
20103,Severe Storm,2,1,1
20103,Fire,0,1,1
20103,Hurricane,0,1,1
20103,Winter Storm,0,1,1
20103,Flood,0,1,1
20103,Tornado,0,1,1
20103,Tropical Storm,0,1,1
20103,Snowstorm,0,1,1
20103,Coastal Storm,0,1,1
20103,Severe Ice Storm,0,1,1
20105,Severe Storm,3,0,0
20105,Fire,0,0,0
20105,Hurricane,0,0,0
20105,Winter Storm,0,0,0
20105,Flood,0,0,0
20105,Tornado,0,0,0
20105,Tropical Storm,0,0,0
20105,Snowstorm,0,0,0
20105,Coastal Storm,0,0,0
20105,Severe Ice Storm,0,0,0
20107,Severe Storm,3,0,0
20107,Fire,0,0,0
20107,Hurricane,0,0,0
20107,Winter Storm,0,0,0
20107,Flood,0,0,0
20107,Tornado,0,0,0
20107,Tropical Storm,0,0,0
20107,Snowstorm,0,0,0
20107,Coastal Storm,0,0,0
20107,Severe Ice Storm,0,0,0
20109,Severe Storm,2,0,0
20109,Fire,0,0,0
20109,Hurricane,0,0,0
20109,Winter Storm,0,0,0
20109,Flood,0,0,0
20109,Tornado,0,0,0
20109,Tropical Storm,0,0,0
20109,Snowstorm,0,0,0
20109,Coastal Storm,0,0,0
20109,Severe Ice Storm,0,0,0
20111,Severe Storm,2,0,0
20111,Fire,0,0,0
20111,Hurricane,0,0,0
20111,Winter Storm,0,0,0
20111,Flood,0,0,0
20111,Tornado,0,0,0
20111,Tropical Storm,0,0,0
20111,Snowstorm,0,0,0
20111,Coastal Storm,0,0,0
20111,Severe Ice Storm,0,0,0
20113,Severe Storm,1,0,0
20113,Fire,0,0,0
20113,Hurricane,0,0,0
20113,Winter Storm,0,0,0
20113,Flood,0,0,0
20113,Tornado,0,0,0
20113,Tropical Storm,0,0,0
20113,Snowstorm,0,0,0
20113,Coastal Storm,0,0,0
20113,Severe Ice Storm,0,0,0
20115,Severe Storm,1,0,0
20115,Fire,0,0,0
20115,Hurricane,0,0,0
20115,Winter Storm,1,0,0
20115,Flood,0,0,0
20115,Tornado,0,0,0
20115,Tropical Storm,0,0,0
20115,Snowstorm,0,0,0
20115,Coastal Storm,0,0,0
20115,Severe Ice Storm,0,0,0
20117,Severe Storm,3,0,0
20117,Fire,0,0,0
20117,Hurricane,0,0,0
20117,Winter Storm,0,0,0
20117,Flood,0,0,0
20117,Tornado,0,0,0
20117,Tropical Storm,0,0,0
20117,Snowstorm,0,0,0
20117,Coastal Storm,0,0,0
20117,Severe Ice Storm,0,0,0
20119,Severe Storm,3,0,0
20119,Fire,0,0,0
20119,Hurricane,0,0,0
20119,Winter Storm,0,0,0
20119,Flood,0,0,0
20119,Tornado,0,0,0
20119,Tropical Storm,0,0,0
20119,Snowstorm,1,0,0
20119,Coastal Storm,0,0,0
20119,Severe Ice Storm,0,0,0
20121,Severe Storm,1,0,0
20121,Fire,0,0,0
20121,Hurricane,0,0,0
20121,Winter Storm,0,0,0
20121,Flood,0,0,0
20121,Tornado,0,0,0
20121,Tropical Storm,0,0,0
20121,Snowstorm,0,0,0
20121,Coastal Storm,0,0,0
20121,Severe Ice Storm,0,0,0
20123,Severe Storm,1,0,0
20123,Fire,0,0,0
20123,Hurricane,0,0,0
20123,Winter Storm,0,0,0
20123,Flood,0,0,0
20123,Tornado,0,0,0
20123,Tropical Storm,0,0,0
20123,Snowstorm,0,0,0
20123,Coastal Storm,0,0,0
20123,Severe Ice Storm,0,0,0
20125,Severe Storm,2,0,0
20125,Fire,0,0,0
20125,Hurricane,0,0,0
20125,Winter Storm,0,0,0
20125,Flood,0,0,0
20125,Tornado,0,0,0
20125,Tropical Storm,0,0,0
20125,Snowstorm,0,0,0
20125,Coastal Storm,0,0,0
20125,Severe Ice Storm,0,0,0
20127,Severe Storm,5,0,0
20127,Fire,0,0,0
20127,Hurricane,0,0,0
20127,Winter Storm,1,0,0
20127,Flood,0,0,0
20127,Tornado,0,0,0
20127,Tropical Storm,0,0,0
20127,Snowstorm,0,0,0
20127,Coastal Storm,0,0,0
20127,Severe Ice Storm,0,0,0
20129,Severe Storm,1,0,0
20129,Fire,0,0,0
20129,Hurricane,0,0,0
20129,Winter Storm,0,0,0
20129,Flood,0,0,0
20129,Tornado,0,0,0
20129,Tropical Storm,0,0,0
20129,Snowstorm,0,0,0
20129,Coastal Storm,0,0,0
20129,Severe Ice Storm,0,0,0
20131,Severe Storm,2,0,0
20131,Fire,0,0,0
20131,Hurricane,0,0,0
20131,Winter Storm,0,0,0
20131,Flood,0,0,0
20131,Tornado,0,0,0
20131,Tropical Storm,0,0,0
20131,Snowstorm,0,0,0
20131,Coastal Storm,0,0,0
20131,Severe Ice Storm,0,0,0
20133,Severe Storm,4,0,0
20133,Fire,0,0,0
20133,Hurricane,0,0,0
20133,Winter Storm,0,0,0
20133,Flood,0,0,0
20133,Tornado,0,0,0
20133,Tropical Storm,0,0,0
20133,Snowstorm,0,0,0
20133,Coastal Storm,0,0,0
20133,Severe Ice Storm,0,0,0
20135,Severe Storm,2,0,0
20135,Fire,0,0,0
20135,Hurricane,0,0,0
20135,Winter Storm,0,0,0
20135,Flood,0,0,0
20135,Tornado,0,0,0
20135,Tropical Storm,0,0,0
20135,Snowstorm,1,0,0
20135,Coastal Storm,0,0,0
20135,Severe Ice Storm,0,0,0
20137,Severe Storm,1,0,0
20137,Fire,0,0,0
20137,Hurricane,0,0,0
20137,Winter Storm,0,0,0
20137,Flood,0,0,0
20137,Tornado,0,0,0
20137,Tropical Storm,0,0,0
20137,Snowstorm,0,0,0
20137,Coastal Storm,0,0,0
20137,Severe Ice Storm,0,0,0
20139,Severe Storm,2,0,0
20139,Fire,0,0,0
20139,Hurricane,0,0,0
20139,Winter Storm,1,0,0
20139,Flood,0,0,0
20139,Tornado,0,0,0
20139,Tropical Storm,0,0,0
20139,Snowstorm,0,0,0
20139,Coastal Storm,0,0,0
20139,Severe Ice Storm,0,0,0
20141,Severe Storm,2,0,0
20141,Fire,0,0,0
20141,Hurricane,0,0,0
20141,Winter Storm,0,0,0
20141,Flood,0,0,0
20141,Tornado,0,0,0
20141,Tropical Storm,0,0,0
20141,Snowstorm,0,0,0
20141,Coastal Storm,0,0,0
20141,Severe Ice Storm,0,0,0
20143,Severe Storm,4,0,0
20143,Fire,0,0,0
20143,Hurricane,0,0,0
20143,Winter Storm,1,0,0
20143,Flood,0,0,0
20143,Tornado,0,0,0
20143,Tropical Storm,0,0,0
20143,Snowstorm,0,0,0
20143,Coastal Storm,0,0,0
20143,Severe Ice Storm,0,0,0
20145,Severe Storm,5,0,0
20145,Fire,0,0,0
20145,Hurricane,0,0,0
20145,Winter Storm,1,0,0
20145,Flood,0,0,0
20145,Tornado,0,0,0
20145,Tropical Storm,0,0,0
20145,Snowstorm,1,0,0
20145,Coastal Storm,0,0,0
20145,Severe Ice Storm,0,0,0
20147,Severe Storm,3,0,0
20147,Fire,0,0,0
20147,Hurricane,0,0,0
20147,Winter Storm,0,0,0
20147,Flood,0,0,0
20147,Tornado,0,0,0
20147,Tropical Storm,0,0,0
20147,Snowstorm,1,0,0
20147,Coastal Storm,0,0,0
20147,Severe Ice Storm,0,0,0
20149,Severe Storm,3,0,0
20149,Fire,0,0,0
20149,Hurricane,0,0,0
20149,Winter Storm,0,0,0
20149,Flood,0,0,0
20149,Tornado,0,0,0
20149,Tropical Storm,0,0,0
20149,Snowstorm,0,0,0
20149,Coastal Storm,0,0,0
20149,Severe Ice Storm,0,0,0
20151,Severe Storm,2,0,0
20151,Fire,0,0,0
20151,Hurricane,0,0,0
20151,Winter Storm,0,0,0
20151,Flood,0,0,0
20151,Tornado,0,0,0
20151,Tropical Storm,0,0,0
20151,Snowstorm,0,0,0
20151,Coastal Storm,0,0,0
20151,Severe Ice Storm,0,0,0
20153,Severe Storm,1,0,0
20153,Fire,0,0,0
20153,Hurricane,0,0,0
20153,Winter Storm,0,0,0
20153,Flood,0,0,0
20153,Tornado,0,0,0
20153,Tropical Storm,0,0,0
20153,Snowstorm,0,0,0
20153,Coastal Storm,0,0,0
20153,Severe Ice Storm,0,0,0
20155,Severe Storm,4,0,0
20155,Fire,1,0,0
20155,Hurricane,0,0,0
20155,Winter Storm,0,0,0
20155,Flood,0,0,0
20155,Tornado,0,0,0
20155,Tropical Storm,0,0,0
20155,Snowstorm,0,0,0
20155,Coastal Storm,0,0,0
20155,Severe Ice Storm,0,0,0
20157,Severe Storm,1,0,0
20157,Fire,0,0,0
20157,Hurricane,0,0,0
20157,Winter Storm,0,0,0
20157,Flood,0,0,0
20157,Tornado,0,0,0
20157,Tropical Storm,0,0,0
20157,Snowstorm,0,0,0
20157,Coastal Storm,0,0,0
20157,Severe Ice Storm,0,0,0
20159,Severe Storm,4,0,0
20159,Fire,0,0,0
20159,Hurricane,0,0,0
20159,Winter Storm,0,0,0
20159,Flood,0,0,0
20159,Tornado,0,0,0
20159,Tropical Storm,0,0,0
20159,Snowstorm,0,0,0
20159,Coastal Storm,0,0,0
20159,Severe Ice Storm,0,0,0
20161,Severe Storm,3,0,0
20161,Fire,0,0,0
20161,Hurricane,0,0,0
20161,Winter Storm,0,0,0
20161,Flood,0,0,0
20161,Tornado,0,0,0
20161,Tropical Storm,0,0,0
20161,Snowstorm,0,0,0
20161,Coastal Storm,0,0,0
20161,Severe Ice Storm,0,0,0
20163,Severe Storm,1,0,0
20163,Fire,0,0,0
20163,Hurricane,0,0,0
20163,Winter Storm,0,0,0
20163,Flood,0,0,0
20163,Tornado,0,0,0
20163,Tropical Storm,0,0,0
20163,Snowstorm,1,0,0
20163,Coastal Storm,0,0,0
20163,Severe Ice Storm,0,0,0
20165,Severe Storm,3,0,0
20165,Fire,0,0,0
20165,Hurricane,0,0,0
20165,Winter Storm,0,0,0
20165,Flood,0,0,0
20165,Tornado,0,0,0
20165,Tropical Storm,0,0,0
20165,Snowstorm,1,0,0
20165,Coastal Storm,0,0,0
20165,Severe Ice Storm,0,0,0
20167,Severe Storm,4,0,0
20167,Fire,0,0,0
20167,Hurricane,0,0,0
20167,Winter Storm,0,0,0
20167,Flood,0,0,0
20167,Tornado,0,0,0
20167,Tropical Storm,0,0,0
20167,Snowstorm,0,0,0
20167,Coastal Storm,0,0,0
20167,Severe Ice Storm,0,0,0
20169,Severe Storm,3,0,0
20169,Fire,0,0,0
20169,Hurricane,0,0,0
20169,Winter Storm,0,0,0
20169,Flood,0,0,0
20169,Tornado,0,0,0
20169,Tropical Storm,0,0,0
20169,Snowstorm,0,0,0
20169,Coastal Storm,0,0,0
20169,Severe Ice Storm,0,0,0
20171,Severe Storm,2,0,0
20171,Fire,0,0,0
20171,Hurricane,0,0,0
20171,Winter Storm,0,0,0
20171,Flood,0,0,0
20171,Tornado,0,0,0
20171,Tropical Storm,0,0,0
20171,Snowstorm,0,0,0
20171,Coastal Storm,0,0,0
20171,Severe Ice Storm,0,0,0
20173,Severe Storm,0,0,0
20173,Fire,0,0,0
20173,Hurricane,0,0,0
20173,Winter Storm,0,0,0
20173,Flood,0,0,0
20173,Tornado,0,0,0
20173,Tropical Storm,0,0,0
20173,Snowstorm,0,0,0
20173,Coastal Storm,0,0,0
20173,Severe Ice Storm,0,0,0
20175,Severe Storm,0,0,0
20175,Fire,0,0,0
20175,Hurricane,0,0,0
20175,Winter Storm,0,0,0
20175,Flood,0,0,0
20175,Tornado,0,0,0
20175,Tropical Storm,0,0,0
20175,Snowstorm,0,0,0
20175,Coastal Storm,0,0,0
20175,Severe Ice Storm,0,0,0
20177,Severe Storm,0,0,0
20177,Fire,0,0,0
20177,Hurricane,0,0,0
20177,Winter Storm,1,0,0
20177,Flood,0,0,0
20177,Tornado,0,0,0
20177,Tropical Storm,0,0,0
20177,Snowstorm,0,0,0
20177,Coastal Storm,0,0,0
20177,Severe Ice Storm,0,0,0
20179,Severe Storm,1,0,0
20179,Fire,0,0,0
20179,Hurricane,0,0,0
20179,Winter Storm,0,0,0
20179,Flood,0,0,0
20179,Tornado,0,0,0
20179,Tropical Storm,0,0,0
20179,Snowstorm,0,0,0
20179,Coastal Storm,0,0,0
20179,Severe Ice Storm,0,0,0
20181,Severe Storm,0,0,0
20181,Fire,0,0,0
20181,Hurricane,0,0,0
20181,Winter Storm,0,0,0
20181,Flood,0,0,0
20181,Tornado,0,0,0
20181,Tropical Storm,0,0,0
20181,Snowstorm,0,0,0
20181,Coastal Storm,0,0,0
20181,Severe Ice Storm,0,0,0
20183,Severe Storm,2,0,0
20183,Fire,0,0,0
20183,Hurricane,0,0,0
20183,Winter Storm,0,0,0
20183,Flood,0,0,0
20183,Tornado,0,0,0
20183,Tropical Storm,0,0,0
20183,Snowstorm,0,0,0
20183,Coastal Storm,0,0,0
20183,Severe Ice Storm,0,0,0
20185,Severe Storm,4,0,0
20185,Fire,0,0,0
20185,Hurricane,0,0,0
20185,Winter Storm,1,0,0
20185,Flood,0,0,0
20185,Tornado,0,0,0
20185,Tropical Storm,0,0,0
20185,Snowstorm,1,0,0
20185,Coastal Storm,0,0,0
20185,Severe Ice Storm,0,0,0
20187,Severe Storm,1,0,0
20187,Fire,0,0,0
20187,Hurricane,0,0,0
20187,Winter Storm,0,0,0
20187,Flood,0,0,0
20187,Tornado,0,0,0
20187,Tropical Storm,0,0,0
20187,Snowstorm,0,0,0
20187,Coastal Storm,0,0,0
20187,Severe Ice Storm,0,0,0
20189,Severe Storm,1,0,0
20189,Fire,0,0,0
20189,Hurricane,0,0,0
20189,Winter Storm,0,0,0
20189,Flood,0,0,0
20189,Tornado,0,0,0
20189,Tropical Storm,0,0,0
20189,Snowstorm,0,0,0
20189,Coastal Storm,0,0,0
20189,Severe Ice Storm,0,0,0
20191,Severe Storm,4,0,0
20191,Fire,0,0,0
20191,Hurricane,0,0,0
20191,Winter Storm,0,0,0
20191,Flood,0,0,0
20191,Tornado,0,0,0
20191,Tropical Storm,0,0,0
20191,Snowstorm,0,0,0
20191,Coastal Storm,0,0,0
20191,Severe Ice Storm,0,0,0
20193,Severe Storm,2,0,0
20193,Fire,0,0,0
20193,Hurricane,0,0,0
20193,Winter Storm,0,0,0
20193,Flood,0,0,0
20193,Tornado,0,0,0
20193,Tropical Storm,0,0,0
20193,Snowstorm,0,0,0
20193,Coastal Storm,0,0,0
20193,Severe Ice Storm,0,0,0
20195,Severe Storm,1,0,0
20195,Fire,0,0,0
20195,Hurricane,0,0,0
20195,Winter Storm,1,0,0
20195,Flood,0,0,0
20195,Tornado,0,0,0
20195,Tropical Storm,0,0,0
20195,Snowstorm,1,0,0
20195,Coastal Storm,0,0,0
20195,Severe Ice Storm,0,0,0
20197,Severe Storm,5,0,0
20197,Fire,0,0,0
20197,Hurricane,0,0,0
20197,Winter Storm,1,0,0
20197,Flood,0,0,0
20197,Tornado,0,0,0
20197,Tropical Storm,0,0,0
20197,Snowstorm,0,0,0
20197,Coastal Storm,0,0,0
20197,Severe Ice Storm,0,0,0
20199,Severe Storm,4,0,0
20199,Fire,0,0,0
20199,Hurricane,0,0,0
20199,Winter Storm,0,0,0
20199,Flood,0,0,0
20199,Tornado,0,0,0
20199,Tropical Storm,0,0,0
20199,Snowstorm,1,0,0
20199,Coastal Storm,0,0,0
20199,Severe Ice Storm,0,0,0
20201,Severe Storm,2,0,0
20201,Fire,1,0,0
20201,Hurricane,0,0,0
20201,Winter Storm,0,0,0
20201,Flood,0,0,0
20201,Tornado,0,0,0
20201,Tropical Storm,0,0,0
20201,Snowstorm,0,0,0
20201,Coastal Storm,0,0,0
20201,Severe Ice Storm,0,0,0
20203,Severe Storm,2,0,0
20203,Fire,0,0,0
20203,Hurricane,0,0,0
20203,Winter Storm,0,0,0
20203,Flood,0,0,0
20203,Tornado,0,0,0
20203,Tropical Storm,0,0,0
20203,Snowstorm,0,0,0
20203,Coastal Storm,0,0,0
20203,Severe Ice Storm,0,0,0
20205,Severe Storm,3,0,0
20205,Fire,0,0,0
20205,Hurricane,0,0,0
20205,Winter Storm,0,0,0
20205,Flood,0,0,0
20205,Tornado,0,0,0
20205,Tropical Storm,0,0,0
20205,Snowstorm,0,0,0
20205,Coastal Storm,0,0,0
20205,Severe Ice Storm,0,0,0
20207,Severe Storm,4,0,0
20207,Fire,0,0,0
20207,Hurricane,0,0,0
20207,Winter Storm,0,0,0
20207,Flood,0,0,0
20207,Tornado,0,0,0
20207,Tropical Storm,0,0,0
20207,Snowstorm,0,0,0
20207,Coastal Storm,0,0,0
20207,Severe Ice Storm,0,0,0
20209,Severe Storm,4,1,1
20209,Fire,0,1,1
20209,Hurricane,0,1,1
20209,Winter Storm,0,1,1
20209,Flood,0,1,1
20209,Tornado,0,1,1
20209,Tropical Storm,0,1,1
20209,Snowstorm,0,1,1
20209,Coastal Storm,0,1,1
20209,Severe Ice Storm,0,1,1
21001,Severe Storm,3,0,0
21001,Fire,0,0,0
21001,Hurricane,0,0,0
21001,Winter Storm,0,0,0
21001,Flood,0,0,0
21001,Tornado,0,0,0
21001,Tropical Storm,0,0,0
21001,Snowstorm,0,0,0
21001,Coastal Storm,0,0,0
21001,Severe Ice Storm,0,0,0
21003,Severe Storm,2,0,0
21003,Fire,0,0,0
21003,Hurricane,0,0,0
21003,Winter Storm,0,0,0
21003,Flood,0,0,0
21003,Tornado,0,0,0
21003,Tropical Storm,0,0,0
21003,Snowstorm,0,0,0
21003,Coastal Storm,0,0,0
21003,Severe Ice Storm,0,0,0
21005,Severe Storm,1,0,0
21005,Fire,0,0,0
21005,Hurricane,0,0,0
21005,Winter Storm,0,0,0
21005,Flood,1,0,0
21005,Tornado,0,0,0
21005,Tropical Storm,1,0,0
21005,Snowstorm,0,0,0
21005,Coastal Storm,0,0,0
21005,Severe Ice Storm,0,0,0
21007,Severe Storm,2,0,0
21007,Fire,0,0,0
21007,Hurricane,0,0,0
21007,Winter Storm,0,0,0
21007,Flood,1,0,0
21007,Tornado,0,0,0
21007,Tropical Storm,0,0,0
21007,Snowstorm,0,0,0
21007,Coastal Storm,0,0,0
21007,Severe Ice Storm,0,0,0
21009,Severe Storm,2,0,0
21009,Fire,0,0,0
21009,Hurricane,0,0,0
21009,Winter Storm,0,0,0
21009,Flood,0,0,0
21009,Tornado,1,0,0
21009,Tropical Storm,0,0,0
21009,Snowstorm,0,0,0
21009,Coastal Storm,0,0,0
21009,Severe Ice Storm,0,0,0
21011,Severe Storm,0,0,0
21011,Fire,0,0,0
21011,Hurricane,0,0,0
21011,Winter Storm,0,0,0
21011,Flood,0,0,0
21011,Tornado,0,0,0
21011,Tropical Storm,1,0,0
21011,Snowstorm,0,0,0
21011,Coastal Storm,0,0,0
21011,Severe Ice Storm,1,0,0
21013,Severe Storm,2,0,0
21013,Fire,0,0,0
21013,Hurricane,0,0,0
21013,Winter Storm,0,0,0
21013,Flood,2,0,0
21013,Tornado,0,0,0
21013,Tropical Storm,1,0,0
21013,Snowstorm,0,0,0
21013,Coastal Storm,0,0,0
21013,Severe Ice Storm,0,0,0
21015,Severe Storm,0,0,0
21015,Fire,0,0,0
21015,Hurricane,0,0,0
21015,Winter Storm,0,0,0
21015,Flood,0,0,0
21015,Tornado,0,0,0
21015,Tropical Storm,0,0,0
21015,Snowstorm,0,0,0
21015,Coastal Storm,0,0,0
21015,Severe Ice Storm,0,0,0
21017,Severe Storm,1,0,0
21017,Fire,0,0,0
21017,Hurricane,0,0,0
21017,Winter Storm,0,0,0
21017,Flood,0,0,0
21017,Tornado,0,0,0
21017,Tropical Storm,1,0,0
21017,Snowstorm,0,0,0
21017,Coastal Storm,0,0,0
21017,Severe Ice Storm,0,0,0
21019,Severe Storm,4,0,0
21019,Fire,0,0,0
21019,Hurricane,0,0,0
21019,Winter Storm,0,0,0
21019,Flood,1,0,0
21019,Tornado,0,0,0
21019,Tropical Storm,0,0,0
21019,Snowstorm,0,0,0
21019,Coastal Storm,0,0,0
21019,Severe Ice Storm,1,0,0
21021,Severe Storm,1,0,0
21021,Fire,0,0,0
21021,Hurricane,0,0,0
21021,Winter Storm,0,0,0
21021,Flood,0,0,0
21021,Tornado,0,0,0
21021,Tropical Storm,0,0,0
21021,Snowstorm,0,0,0
21021,Coastal Storm,0,0,0
21021,Severe Ice Storm,1,0,0
21023,Severe Storm,0,0,0
21023,Fire,0,0,0
21023,Hurricane,0,0,0
21023,Winter Storm,0,0,0
21023,Flood,0,0,0
21023,Tornado,0,0,0
21023,Tropical Storm,1,0,0
21023,Snowstorm,0,0,0
21023,Coastal Storm,0,0,0
21023,Severe Ice Storm,0,0,0
21025,Severe Storm,2,0,0
21025,Fire,0,0,0
21025,Hurricane,0,0,0
21025,Winter Storm,0,0,0
21025,Flood,3,0,0
21025,Tornado,0,0,0
21025,Tropical Storm,1,0,0
21025,Snowstorm,0,0,0
21025,Coastal Storm,0,0,0
21025,Severe Ice Storm,1,0,0
21027,Severe Storm,2,0,0
21027,Fire,0,0,0
21027,Hurricane,0,0,0
21027,Winter Storm,0,0,0
21027,Flood,0,0,0
21027,Tornado,2,0,0
21027,Tropical Storm,0,0,0
21027,Snowstorm,0,0,0
21027,Coastal Storm,0,0,0
21027,Severe Ice Storm,0,0,0
21029,Severe Storm,1,0,0
21029,Fire,0,0,0
21029,Hurricane,0,0,0
21029,Winter Storm,0,0,0
21029,Flood,0,0,0
21029,Tornado,2,0,0
21029,Tropical Storm,0,0,0
21029,Snowstorm,0,0,0
21029,Coastal Storm,0,0,0
21029,Severe Ice Storm,0,0,0
21031,Severe Storm,4,0,0
21031,Fire,0,0,0
21031,Hurricane,0,0,0
21031,Winter Storm,0,0,0
21031,Flood,0,0,0
21031,Tornado,0,0,0
21031,Tropical Storm,0,0,0
21031,Snowstorm,0,0,0
