fips,has_data_center,num_data_centers,num_disasters
29121,0,0,1
29123,0,0,3
29125,0,0,2
29127,0,0,1
29129,0,0,1
29131,0,0,1
29133,0,0,3
29135,0,0,1
29137,0,0,1
29139,1,2,3
29141,0,0,1
29143,0,0,5
29145,0,0,1
29147,0,0,1
29149,0,0,2
29151,0,0,1
29153,0,0,2
29155,0,0,4
29157,0,0,3
29159,0,0,0
29161,0,0,0
29163,0,0,2
29165,1,1,2
29167,0,0,1
29169,0,0,1
29171,0,0,1
29173,0,0,2
29175,0,0,1
29177,0,0,3
29179,0,0,2
29181,0,0,2
29183,1,1,2
29185,0,0,2
29186,0,0,3
29187,0,0,0
29189,0,0,1
29195,0,0,2
29197,0,0,1
29199,0,0,2
29201,0,0,4
29203,0,0,3
29205,0,0,2
29207,0,0,3
29209,0,0,0
29211,0,0,1
29213,0,0,2
29215,0,0,2
29217,0,0,2
29219,1,2,0
29221,0,0,0
29223,0,0,4
29225,0,0,1
29227,0,0,1
29229,0,0,2
29510,1,4,2
30001,0,0,0
30003,0,0,1
30005,0,0,2
30007,0,0,1
30009,0,0,3
30011,0,0,0
30013,1,1,0
30015,0,0,1
30017,0,0,1
30019,0,0,3
30021,0,0,0
30023,1,1,0
30025,0,0,0
30027,0,0,2
30029,0,0,1
30031,0,0,1
30033,0,0,2
30035,0,0,0
30037,0,0,1
30039,0,0,0
30041,0,0,2
30043,1,1,0
30045,0,0,1
30047,0,0,1
30049,0,0,2
30051,0,0,0
30053,0,0,0
30055,0,0,1
30057,0,0,0
30059,0,0,0
30061,0,0,0
30063,0,0,0
30065,0,0,2
30067,0,0,3
30069,0,0,2
30071,0,0,1
30073,0,0,1
30075,0,0,2
30077,0,0,0
30079,0,0,0
30081,0,0,0
30083,0,0,0
30085,0,0,1
30087,0,0,3
30089,0,0,1
30091,0,0,1
30093,1,1,0
30095,0,0,4
30097,0,0,1
30099,0,0,1
30101,0,0,1
30103,0,0,3
30105,0,0,2
30107,0,0,1
30109,0,0,0
30111,0,0,4
31001,0,0,2
31003,0,0,2
31005,0,0,1
31007,0,0,2
31009,0,0,1
31011,0,0,3
31013,0,0,2
31015,0,0,2
31017,0,0,1
31019,0,0,2
31021,0,0,4
31023,0,0,2
31025,0,0,5
31027,0,0,2
31029,0,0,0
31031,0,0,1
31033,0,0,2
31035,0,0,3
31037,0,0,2
31039,0,0,3
31041,0,0,2
31043,0,0,2
31045,0,0,2
31047,0,0,2
31049,0,0,1
31051,0,0,2
31053,0,0,2
31055,1,1,6
31057,0,0,1
31059,0,0,5
31061,0,0,1
31063,0,0,2
31065,0,0,2
31067,0,0,2
31069,0,0,2
31071,0,0,2
31073,0,0,1
31075,0,0,2
31077,0,0,3
31079,0,0,2
31081,0,0,3
31083,0,0,2
31085,0,0,2
31087,0,0,1
31089,0,0,3
31091,0,0,1
31093,0,0,4
31095,0,0,2
31097,0,0,2
31099,0,0,2
31101,0,0,1
31103,0,0,1
31105,0,0,2
31107,0,0,2
31109,1,2,2
31111,0,0,3
31113,0,0,2
31115,0,0,1
31117,0,0,1
31119,0,0,2
31121,0,0,1
31123,0,0,2
31125,0,0,2
31127,0,0,3
31129,0,0,2
31131,0,0,2
31133,0,0,2
31135,0,0,0
31137,0,0,1
31139,0,0,2
31141,0,0,3
31143,0,0,4
31145,0,0,2
31147,0,0,3
31149,0,0,1
31151,0,0,2
31153,1,4,5
31155,0,0,6
31157,0,0,3
31159,1,1,1
31161,0,0,2
31163,0,0,3
31165,0,0,2
31167,0,0,1
31169,0,0,2
31171,0,0,1
31173,0,0,2
31175,0,0,2
31177,0,0,6
31179,0,0,2
31181,0,0,2
31183,0,0,2
31185,0,0,3
32001,0,0,0
32003,1,2,0
32005,0,0,6
32007,0,0,0
32009,0,0,0
32011,0,0,1
32013,0,0,0
32015,0,0,0
32017,0,0,1
32019,1,2,1
32021,0,0,1
32023,0,0,0
32027,0,0,0
32029,1,3,1
32031,1,6,13
32033,0,0,0
32510,0,0,0
33001,0,0,3
33003,0,0,4
33005,0,0,3
33007,0,0,4
33009,0,0,7
33011,0,0,0
33013,0,0,0
33015,0,0,3
33017,0,0,0
33019,0,0,3
34001,1,1,3
34003,0,0,3
34005,1,2,3
34007,0,0,2
34009,0,0,4
34011,1,1,3
34013,1,2,3
34015,0,0,3
34017,1,1,2
34019,1,1,2
34021,0,0,2
34023,0,0,2
34025,1,1,3
34027,0,0,4
34029,0,0,3
34031,1,2,2
34033,0,0,3
34035,0,0,2
34037,0,0,4
34039,0,0,2
34041,0,0,4
35001,1,3,0
35003,0,0,0
35005,0,0,1
35006,0,0,0
35007,0,0,2
35009,0,0,0
35011,0,0,0
35013,1,2,0
35015,0,0,0
35017,0,0,0
35019,0,0,0
35021,0,0,0
35023,0,0,0
35025,1,1,0
35027,0,0,8
35028,0,0,1
35029,0,0,0
35031,0,0,0
35033,0,0,2
35035,0,0,3
35037,0,0,0
35039,0,0,1
35041,0,0,0
35043,0,0,1
35045,0,0,1
35047,0,0,4
35049,0,0,0
35051,0,0,0
35053,0,0,0
35055,0,0,0
35057,0,0,1
35059,0,0,0
35061,0,0,3
36001,0,0,1
36003,0,0,2
36005,0,0,3
36007,0,0,2
36009,0,0,1
36011,1,2,1
36013,0,0,2
36015,0,0,0
36017,0,0,3
36019,0,0,1
36021,0,0,1
36023,0,0,3
36025,1,1,2
36027,0,0,4
36029,1,3,4
36031,0,0,4
36033,0,0,2
36035,0,0,1
36037,1,1,3
36039,0,0,1
36041,0,0,3
36043,0,0,1
36045,0,0,3
36047,1,1,4
36049,0,0,5
36051,0,0,0
36053,0,0,1
36055,0,0,0
36057,0,0,2
36059,0,0,5
36061,1,4,3
36063,1,5,2
36065,0,0,3
36067,1,1,1
36069,0,0,2
36071,0,0,5
36073,1,1,0
36075,0,0,3
36077,1,1,2
36079,0,0,5
36081,0,0,4
36083,0,0,1
36085,1,1,4
36087,1,3,5
36089,1,3,4
36091,0,0,2
36093,0,0,1
36095,0,0,1
36097,0,0,0
36099,0,0,0
36101,0,0,2
36103,1,1,7
36105,0,0,3
36107,0,0,2
36109,1,1,0
36111,0,0,3
36113,0,0,1
36115,0,0,0
36117,0,0,0
36119,1,1,5
36121,0,0,1
36123,1,1,2
37001,0,0,6
37003,0,0,7
37005,0,0,7
37007,0,0,5
37009,0,0,8
37011,0,0,6
37013,0,0,8
37015,0,0,6
37017,0,0,6
37019,0,0,9
37021,1,1,6
37023,1,2,6
37025,0,0,6
37027,1,1,6
37029,0,0,6
37031,0,0,8
37033,0,0,6
37035,1,6,5
37037,1,2,6
37039,0,0,6
37041,0,0,7
37043,0,0,5
37045,1,1,6
37047,0,0,7
37049,0,0,7
37051,0,0,5
37053,0,0,6
37055,0,0,8
37057,0,0,7
37059,0,0,7
37061,0,0,7
37063,0,0,5
37065,0,0,6
37067,0,0,7
37069,0,0,5
37071,1,1,6
37073,0,0,5
37075,0,0,7
37077,0,0,6
37079,0,0,6
37081,1,1,5
37083,0,0,5
37085,0,0,5
37087,0,0,6
37089,0,0,5
37091,0,0,7
37093,0,0,6
37095,0,0,8
37097,1,2,8
37099,0,0,6
37101,0,0,5
37103,0,0,7
37105,0,0,6
37107,0,0,7
37109,1,2,5
37111,0,0,6
37113,0,0,5
37115,0,0,7
37117,0,0,5
37119,1,3,6
37121,0,0,7
37123,0,0,6
37125,0,0,5
37127,0,0,6
37129,0,0,8
37131,0,0,5
37133,0,0,8
37135,0,0,6
37137,0,0,7
37139,0,0,6
37141,0,0,8
37143,0,0,7
37145,0,0,6
37147,0,0,7
37149,0,0,6
37151,0,0,7
37153,0,0,5
37155,0,0,7
37157,1,1,6
37159,1,1,7
37161,1,1,6
37163,0,0,7
37165,0,0,5
37167,0,0,7
37169,1,1,9
37171,0,0,7
37173,0,0,6
37175,0,0,6
37177,0,0,6
37179,1,1,6
37181,0,0,6
37183,1,3,5
37185,0,0,5
37187,0,0,6
37189,1,1,6
37191,0,0,7
37193,1,1,7
37195,0,0,6
37197,0,0,9
37199,0,0,7
38001,0,0,2
38003,0,0,6
38005,0,0,1
38007,0,0,1
38009,0,0,1
38011,0,0,0
38013,0,0,3
38015,1,1,0
38017,1,1,3
38019,0,0,1
38021,1,1,7
38023,0,0,2
38025,0,0,2
38027,0,0,1
38029,0,0,3
38031,0,0,3
38033,0,0,2
38035,0,0,6
38037,0,0,4
38039,0,0,2
38041,0,0,3
38043,0,0,5
38045,0,0,7
38047,0,0,5
38049,0,0,2
38051,0,0,3
38053,0,0,7
38055,0,0,1
38057,0,0,2
38059,0,0,2
38061,0,0,4
38063,0,0,6
38065,0,0,1
38067,0,0,4
38069,0,0,0
38071,0,0,1
38073,0,0,6
38075,0,0,1
38077,0,0,5
38079,0,0,1
38081,0,0,7
38083,0,0,2
38085,0,0,1
38087,0,0,0
38089,0,0,0
38091,0,0,5
38093,1,1,4
38095,0,0,2
38097,0,0,5
38099,0,0,5
38101,0,0,1
38103,0,0,6
38105,0,0,3
39001,0,0,1
39003,1,1,0
39005,0,0,0
39007,0,0,0
39009,0,0,1
39011,1,1,2
39013,0,0,1
39015,0,0,1
39017,1,1,0
39019,0,0,0
39021,1,1,0
39023,0,0,0
39025,0,0,0
39027,1,1,0
39029,0,0,1
39031,1,1,0
39033,0,0,1
39035,1,2,0
39037,0,0,2
39039,0,0,0
39041,1,12,1
39043,1,1,0
39045,1,2,0
39047,1,1,0
39049,1,12,0
39051,0,0,0
39053,0,0,1
39055,0,0,0
39057,1,2,1
39059,0,0,1
39061,1,2,0
39063,0,0,1
39065,0,0,0
39067,0,0,0
39069,0,0,0
39071,0,0,0
39073,1,1,2
39075,0,0,0
39077,0,0,0
39079,0,0,1
39081,0,0,1
39083,0,0,0
39085,0,0,0
39087,0,0,1
39089,1,9,1
39091,0,0,1
39093,0,0,0
39095,1,1,0
39097,1,1,0
39099,1,1,1
39101,0,0,0
39103,1,1,0
39105,0,0,1
39107,0,0,2
39109,1,1,2
39111,0,0,1
39113,0,0,1
39115,0,0,1
39117,0,0,0
39119,1,1,2
39121,0,0,1
39123,0,0,0
39125,0,0,0
39127,0,0,2
39129,0,0,1
39131,0,0,1
39133,0,0,0
39135,1,1,0
39137,0,0,0
39139,0,0,1
39141,0,0,1
39143,0,0,0
39145,0,0,1
39147,0,0,0
39149,1,1,0
39151,0,0,0
39153,1,1,0
39155,1,1,0
39157,0,0,0
39159,1,3,1
39161,0,0,0
39163,0,0,1
39165,0,0,0
39167,0,0,1
39169,1,1,0
39171,0,0,0
39173,1,2,0
39175,0,0,0
40001,0,0,4
40003,0,0,5
40005,0,0,4
40007,0,0,5
40009,0,0,3
40011,0,0,5
40013,0,0,3
40015,0,0,5
40017,0,0,4
40019,0,0,3
40021,0,0,4
40023,0,0,3
40025,0,0,3
40027,0,0,4
40029,0,0,4
40031,0,0,4
40033,0,0,4
40035,0,0,6
40037,1,1,5
40039,0,0,5
40041,0,0,5
40043,0,0,4
40045,0,0,6
40047,0,0,4
40049,0,0,2
40051,0,0,4
40053,0,0,4
40055,0,0,3
40057,0,0,2
40059,0,0,4
40061,0,0,5
40063,0,0,3
40065,0,0,5
40067,0,0,3
40069,0,0,3
40071,0,0,7
40073,0,0,4
40075,0,0,4
40077,0,0,2
40079,0,0,4
40081,0,0,6
40083,0,0,5
40085,0,0,5
40087,0,0,5
40089,0,0,3
40091,0,0,3
40093,0,0,5
40095,0,0,2
40097,0,0,5
40099,0,0,3
40101,0,0,7
40103,0,0,6
40105,0,0,5
40107,0,0,5
40109,1,2,4
40111,0,0,6
40113,1,2,7
40115,0,0,5
40117,0,0,6
40119,0,0,6
40121,0,0,5
40123,0,0,3
40125,0,0,7
40127,0,0,5
40129,0,0,5
40131,1,2,5
40133,0,0,4
40135,0,0,4
40137,0,0,5
40139,0,0,3
40141,0,0,6
40143,1,6,6
40145,1,1,6
40147,0,0,5
40149,0,0,5
40151,0,0,4
40153,0,0,6
41001,0,0,1
41003,0,0,3
41005,0,0,8
41007,0,0,0
41009,0,0,1
41011,0,0,3
41013,0,0,1
41015,0,0,2
41017,0,0,4
41019,0,0,6
41021,0,0,1
41023,0,0,5
41025,0,0,1
41027,1,1,1
41029,0,0,4
41031,0,0,5
41033,0,0,2
41035,0,0,6
41037,0,0,4
41039,0,0,6
41041,0,0,4
41043,0,0,6
41045,0,0,1
41047,0,0,5
41049,0,0,2
41051,1,8,2
41053,0,0,1
41055,0,0,1
41057,0,0,4
41059,0,0,3
41061,0,0,1
41063,0,0,1
41065,1,1,6
41067,1,8,5
41069,0,0,3
41071,0,0,4
42001,0,0,0
42003,1,17,0
42005,1,2,0
42007,1,3,0
42009,0,0,1
42011,1,6,0
42013,0,0,0
42015,1,1,0
42017,1,2,1
42019,1,2,0
42021,1,1,1
42023,0,0,1
42025,1,2,0
42027,1,1,0
42029,1,2,1
42031,0,0,0
42033,0,0,1
42035,0,0,0
42037,1,2,0
42039,0,0,0
42041,1,2,0
42043,1,1,1
42045,0,0,1
42047,0,0,1
42049,0,0,0
42051,1,1,0
42053,0,0,0
42055,1,1,0
42057,0,0,1
42059,1,1,0
42061,0,0,1
42063,1,2,1
42065,0,0,0
42067,0,0,0
42069,1,7,0
42071,1,4,0
42073,1,1,0
42075,1,1,0
42077,1,3,0
42079,1,6,1
42081,1,1,1
42083,0,0,0
42085,1,1,0
42087,0,0,0
42089,1,1,0
42091,1,4,1
42093,0,0,0
42095,1,1,1
42097,0,0,0
42099,0,0,0
42101,1,11,1
42103,1,1,0
42105,0,0,1
42107,1,5,1
42109,0,0,0
42111,0,0,0
42113,0,0,1
42115,0,0,1
42117,0,0,1
42119,1,1,1
42121,1,1,0
42123,0,0,0
42125,1,1,0
42127,1,1,1
42129,1,2,0
42131,0,0,1
42133,1,3,1
44001,0,0,2
44003,0,0,4
44005,0,0,3
44007,0,0,5
44009,0,0,5
45001,0,0,7
45003,1,1,8
45005,0,0,8
45007,0,0,8
45009,0,0,9
45011,0,0,10
45013,0,0,9
45015,1,1,10
45017,0,0,7
45019,0,0,7
45021,1,1,7
45023,0,0,8
45025,0,0,6
45027,0,0,6
45029,1,1,10
45031,0,0,6
45033,0,0,8
45035,1,1,8
45037,1,1,7
45039,0,0,7
45041,0,0,7
45043,0,0,9
45045,1,1,8
45047,0,0,7
45049,0,0,10
45051,0,0,8
45053,0,0,9
45055,1,1,7
45057,0,0,7
45059,0,0,7
45061,1,1,6
45063,0,0,7
45065,0,0,7
45067,0,0,7
45069,0,0,7
45071,0,0,8
45073,0,0,9
45075,0,0,9
45077,0,0,9
45079,0,0,7
45081,0,0,7
45083,0,0,8
45085,0,0,6
45087,0,0,8
45089,0,0,8
45091,1,1,7
46003,0,0,5
46005,0,0,2
46007,0,0,4
46009,0,0,3
46011,1,1,4
46013,0,0,2
46015,0,0,4
46017,0,0,2
46019,0,0,3
46021,0,0,2
46023,0,0,3
46025,0,0,4
46027,0,0,3
46029,0,0,4
46031,0,0,0
46033,0,0,1
46035,0,0,3
46037,0,0,5
46039,1,1,4
46041,0,0,1
46043,0,0,3
46045,0,0,1
46047,0,0,2
46049,0,0,2
46051,0,0,3
46053,0,0,5
46055,0,0,2
46057,0,0,4
46059,0,0,3
46061,0,0,5
46063,0,0,0
46065,0,0,1
46067,0,0,4
46069,0,0,1
46071,0,0,5
46073,0,0,1
46075,0,0,4
46077,0,0,5
46079,0,0,4
46081,0,0,1
46083,0,0,3
46085,0,0,2
46087,0,0,4
46089,0,0,2
46091,0,0,2
46093,0,0,2
46095,0,0,3
46097,0,0,4
46099,1,1,4
46101,0,0,4
46103,0,0,4
46105,0,0,1
46107,0,0,3
46109,0,0,4
46111,0,0,4
46113,0,0,2
46115,0,0,2
46117,0,0,1
46119,0,0,1
46121,0,0,3
46123,0,0,5
46125,0,0,5
46127,0,0,4
46129,0,0,2
46135,0,0,3
46137,0,0,3
47001,0,0,1
47003,0,0,2
47005,0,0,4
47007,0,0,3
47009,0,0,1
47011,0,0,1
47013,0,0,4
47015,0,0,4
47017,0,0,3
47019,0,0,3
47021,0,0,7
47023,0,0,0
47025,0,0,3
47027,0,0,3
47029,0,0,4
47031,1,1,4
47033,0,0,2
47035,0,0,1
47037,0,0,7
47039,0,0,7
47041,0,0,2
47043,0,0,7
47045,0,0,4
47047,0,0,3
47049,0,0,4
47051,0,0,0
47053,0,0,5
47055,0,0,4
47057,0,0,3
47059,0,0,4
47061,0,0,1
47063,0,0,3
47065,1,1,4
47067,0,0,2
47069,0,0,2
47071,0,0,5
47073,0,0,3
47075,0,0,3
47077,0,0,6
47079,0,0,4
47081,0,0,5
47083,0,0,5
47085,0,0,5
47087,0,0,5
47089,0,0,3
47091,0,0,4
47093,0,0,3
47095,0,0,5
47097,0,0,3
47099,0,0,3
47101,0,0,4
47103,0,0,1
47105,0,0,2
47107,0,0,0
47109,0,0,4
47111,0,0,3
47113,0,0,3
47115,0,0,4
47117,0,0,1
47119,0,0,4
47121,0,0,2
47123,0,0,2
47125,1,2,4
47127,0,0,4
47129,0,0,2
47131,0,0,5
47133,0,0,3
47135,0,0,5
47137,0,0,2
47139,0,0,3
47141,0,0,3
47143,0,0,3
47145,0,0,2
47147,0,0,3
47149,0,0,1
47151,0,0,4
47153,0,0,1
47155,0,0,2
47157,1,3,5
47159,0,0,5
47161,0,0,4
47163,0,0,1
47165,1,1,4
47167,0,0,6
47169,0,0,0
47171,0,0,4
47173,0,0,1
47175,0,0,2
47177,0,0,2
47179,0,0,4
47181,0,0,5
47183,0,0,5
47185,0,0,1
47187,0,0,1
47189,0,0,3
48001,0,0,6
48003,0,0,2
48005,0,0,4
48007,0,0,5
48009,0,0,3
48011,1,1,2
48013,0,0,2
48015,0,0,4
48017,0,0,3
48019,0,0,2
48021,1,2,3
48023,0,0,4
48025,0,0,3
48027,1,5,3
48029,1,23,4
48031,0,0,4
48033,0,0,2
48035,0,0,4
48037,1,1,5
48039,0,0,5
48041,0,0,3
48043,0,0,2
48045,1,2,2
48047,0,0,3
48049,0,0,4
48051,0,0,4
48053,0,0,4
48055,1,3,3
48057,0,0,6
48059,1,2,3
48061,1,2,6
48063,0,0,4
48065,1,1,3
48067,1,1,5
48069,0,0,2
48071,0,0,5
48073,0,0,5
48075,1,3,2
48077,0,0,3
48079,0,0,3
48081,0,0,3
48083,0,0,3
48085,1,12,3
48087,0,0,2
48089,0,0,3
48091,1,2,3
48093,0,0,3
48095,0,0,3
48097,0,0,3
48099,0,0,4
48101,1,3,2
48103,0,0,2
48105,0,0,2
48107,0,0,2
48109,0,0,2
48111,0,0,2
48113,1,24,4
48115,0,0,2
48117,0,0,2
48119,0,0,3
48121,1,7,3
48123,0,0,3
48125,1,1,2
48127,0,0,4
48129,1,1,2
48131,0,0,3
48133,0,0,5
48135,0,0,2
48137,0,0,3
48139,1,15,4
48141,1,1,2
48143,0,0,2
48145,1,1,4
48147,0,0,4
48149,0,0,3
48151,0,0,2
48153,0,0,2
48155,1,1,2
48157,1,1,5
48159,0,0,5
48161,0,0,4
48163,0,0,2
48165,0,0,2
48167,0,0,6
48169,0,0,2
48171,0,0,3
48173,0,0,2
48175,1,1,4
48177,0,0,3
48179,1,1,2
48181,1,1,2
48183,0,0,4
48185,0,0,6
48187,1,2,3
48189,0,0,2
48191,1,3,2
48193,0,0,3
48195,0,0,2
48197,0,0,3
48199,0,0,5
48201,1,4,7
48203,0,0,4
48205,0,0,2
48207,1,1,3
48209,1,2,4
48211,0,0,3
48213,0,0,4
48215,1,1,5
48217,1,2,4
48219,0,0,3
48221,0,0,4
48223,1,1,5
48225,0,0,6
48227,0,0,2
48229,0,0,2
48231,0,0,2
48233,0,0,3
48235,0,0,2
48237,0,0,2
48239,0,0,5
48241,0,0,6
48243,0,0,2
48245,0,0,6
48247,0,0,3
48249,0,0,3
48251,1,8,2
48253,1,3,4
48255,0,0,2
48257,0,0,3
48259,0,0,3
48261,0,0,5
48263,0,0,2
48265,0,0,3
48267,0,0,4
48269,0,0,2
48271,0,0,3
48273,0,0,5
48275,0,0,3
48277,1,1,3
48279,0,0,2
48281,0,0,3
48283,0,0,3
48285,0,0,3
48287,0,0,5
48289,0,0,6
48291,0,0,6
48293,1,1,4
48295,0,0,2
48297,0,0,3
48299,0,0,3
48301,0,0,2
48303,0,0,2
48305,0,0,3
48307,0,0,4
48309,1,1,2
48311,0,0,3
48313,0,0,6
48315,0,0,4
48317,0,0,2
48319,0,0,3
48321,0,0,5
48323,0,0,2
48325,1,3,2
48327,0,0,3
48329,0,0,2
48331,1,1,5
48333,0,0,3
48335,1,1,2
48337,0,0,3
48339,1,1,6
48341,0,0,3
48343,0,0,5
48345,1,3,2
48347,0,0,5
48349,1,3,3
48351,0,0,6
48353,0,0,3
48355,0,0,5
48357,0,0,2
48359,0,0,2
48361,0,0,6
48363,0,0,2
48365,0,0,5
48367,0,0,2
48369,0,0,2
48371,1,1,2
48373,0,0,6
48375,1,2,2
48377,0,0,2
48379,0,0,3
48381,1,2,2
48383,0,0,2
48385,0,0,3
48387,0,0,5
48389,0,0,2
48391,0,0,5
48393,1,1,3
48395,0,0,5
48397,0,0,3
48399,0,0,2
48401,0,0,5
48403,0,0,5
48405,0,0,5
48407,1,1,6
48409,0,0,5
48411,0,0,4
48413,0,0,3
48415,1,1,2
48417,1,3,2
48419,0,0,5
48421,0,0,2
48423,0,0,4
48425,0,0,3
48427,0,0,3
48429,0,0,2
48431,0,0,3
48433,0,0,2
48435,0,0,3
48437,0,0,2
48439,1,5,3
48441,1,2,3
48443,1,1,3
48445,0,0,2
48447,0,0,3
48449,0,0,4
48451,0,0,2
48453,1,9,5
48455,0,0,5
48457,0,0,5
48459,0,0,4
48461,0,0,2
48463,0,0,3
48465,0,0,3
48467,0,0,3
48469,1,1,5
48471,1,1,6
48473,0,0,5
48475,1,1,2
48477,0,0,4
48479,0,0,4
48481,0,0,5
48483,0,0,2
48485,0,0,3
48487,1,1,2
48489,0,0,6
48491,1,5,3
48493,1,1,2
48495,0,0,2
48497,0,0,2
48499,0,0,3
48501,0,0,2
48503,0,0,2
48505,0,0,3
48507,0,0,2
49001,0,0,0
49003,0,0,0
49005,0,0,0
49007,0,0,0
49009,0,0,0
49011,0,0,2
49013,0,0,0
49015,0,0,0
49017,0,0,1
49019,0,0,0
49021,0,0,1
49023,0,0,0
49025,0,0,0
49027,1,3,1
49029,0,0,2
49031,0,0,1
49033,0,0,0
49035,1,1,2
49037,0,0,1
49039,0,0,1
49041,0,0,0
49043,0,0,1
49045,0,0,0
49047,0,0,0
49049,0,0,3
49051,0,0,1
49053,0,0,1
49055,0,0,0
49057,0,0,1
50001,0,0,7
50003,0,0,6
50005,0,0,6
50007,0,0,8
50009,0,0,11
50011,0,0,7
50013,0,0,5
50015,0,0,10
50017,0,0,9
50019,0,0,10
50021,0,0,6
50023,0,0,8
50025,0,0,6
50027,0,0,6
51001,0,0,0
51003,0,0,2
51005,0,0,0
51007,0,0,2
51009,0,0,0
51011,1,2,3
51013,0,0,0
51015,0,0,0
51017,0,0,0
51019,0,0,3
51021,0,0,2
51023,1,3,1
51025,1,1,1
51027,0,0,4
51029,1,1,2
51031,1,2,1
51033,1,17,2
51035,0,0,2
51036,1,2,0
51037,1,2,3
51041,1,9,1
51043,0,0,0
51045,0,0,2
51047,1,9,1
51049,0,0,2
51051,0,0,2
51053,0,0,1
51057,0,0,2
51059,1,23,0
51061,1,15,1
51063,0,0,2
51065,1,3,1
51067,1,1,1
51069,0,0,0
51071,0,0,2
51073,0,0,0
51075,1,5,2
51077,0,0,2
51079,0,0,2
51081,1,1,1
51083,1,1,1
51085,1,13,2
51087,1,12,0
51089,0,0,0
51091,0,0,0
51093,0,0,0
51095,0,0,0
51097,0,0,1
51099,1,2,1
51101,0,0,2
51103,0,0,1
51105,1,1,1
51107,1,109,0
51109,1,4,2
51111,1,2,1
51113,1,4,2
51115,0,0,0
51117,1,6,1
51119,0,0,1
51121,1,1,2
51125,0,0,2
51127,0,0,1
51131,0,0,0
51133,0,0,1
51135,0,0,1
51137,1,6,1
51139,0,0,0
51141,0,0,2
51143,1,2,3
51145,1,4,2
51147,0,0,2
51149,0,0,1
51153,1,51,0
51155,0,0,2
51157,0,0,1
51159,0,0,1
51161,1,3,1
51163,0,0,0
51165,0,0,0
51167,0,0,2
51169,1,1,2
51171,0,0,0
51173,0,0,2
51175,1,1,0
51177,1,20,1
51179,1,6,1
51181,0,0,0
51183,1,1,0
51185,0,0,3
51187,0,0,0
51191,0,0,2
51193,1,2,1
51195,0,0,2
51197,0,0,2
51199,0,0,0
51510,1,1,0
51515,0,0,1
51520,0,0,2
51530,0,0,0
51540,0,0,0
51550,0,0,0
51570,0,0,0
51580,0,0,2
51590,0,0,2
51595,1,1,0
51600,0,0,0
51610,1,1,0
51620,0,0,0
51630,1,9,1
51640,0,0,2
51650,0,0,0
51660,0,0,0
51670,0,0,0
51678,0,0,0
51680,1,1,0
51683,1,17,0
51685,1,17,0
51690,0,0,0
51700,0,0,0
51710,1,1,0
51720,0,0,2
51730,0,0,0
51735,0,0,0
51740,0,0,0
51750,0,0,2
51760,1,4,0
51770,1,1,1
51775,1,1,0
51790,0,0,0
51800,0,0,0
51810,1,1,0
51820,0,0,0
51830,0,0,0
51840,0,0,0
53001,0,0,1
53003,0,0,0
53005,1,1,0
53007,1,1,4
53009,0,0,6
53011,0,0,2
53013,0,0,2
53015,0,0,3
53017,1,4,3
53019,0,0,3
53021,0,0,2
53023,0,0,1
53025,1,4,1
53027,0,0,5
53029,0,0,6
53031,1,1,6
53033,1,7,3
53035,0,0,0
53037,1,1,1
53039,0,0,4
53041,0,0,6
53043,0,0,1
53045,0,0,6
53047,0,0,12
53049,0,0,5
53051,0,0,2
53053,0,0,1
53055,0,0,2
53057,0,0,6
53059,0,0,7
53061,1,2,5
53063,1,1,6
53065,0,0,1
53067,0,0,3
53069,0,0,5
53071,0,0,1
53073,0,0,3
53075,0,0,3
53077,0,0,7
54001,0,0,0
54003,0,0,0
54005,0,0,4
54007,0,0,0
54009,0,0,2
54011,1,1,3
54013,0,0,1
54015,0,0,1
54017,0,0,1
54019,0,0,2
54021,0,0,1
54023,0,0,1
54025,0,0,0
54027,0,0,0
54029,0,0,2
54031,0,0,0
54033,0,0,1
54035,0,0,0
54037,1,1,0
54039,0,0,4
54041,0,0,0
54043,0,0,4
54045,1,1,1
54047,0,0,1
54049,0,0,0
54051,0,0,2
54053,1,1,1
54055,0,0,1
54057,0,0,0
54059,1,1,1
54061,1,1,0
54063,0,0,0
54065,0,0,0
54067,0,0,1
54069,0,0,2
54071,0,0,1
54073,0,0,0
54075,0,0,0
54077,0,0,2
54079,0,0,2
54081,0,0,0
54083,0,0,1
54085,0,0,0
54087,0,0,2
54089,0,0,0
54091,0,0,0
54093,1,1,1
54095,0,0,2
54097,0,0,0
54099,1,1,3
54101,0,0,0
54103,0,0,2
54105,0,0,0
54107,0,0,1
54109,0,0,0
55001,0,0,0
55003,0,0,0
55005,0,0,1
55007,0,0,0
55009,0,0,0
55011,0,0,0
55013,0,0,0
55015,0,0,0
55017,0,0,0
55019,0,0,1
55021,1,2,0
55023,0,0,0
55025,1,2,0
55027,1,1,0
55029,0,0,0
55031,0,0,0
55033,1,1,0
55035,0,0,0
55037,0,0,0
55039,0,0,0
55041,0,0,1
55043,0,0,0
55045,0,0,0
55047,0,0,0
55049,0,0,0
55051,0,0,0
55053,0,0,0
55055,1,1,0
55057,0,0,0
55059,1,3,1
55061,0,0,0
55063,0,0,1
55065,0,0,0
55067,0,0,1
55069,0,0,0
55071,0,0,0
55073,0,0,0
55075,0,0,1
55077,0,0,0
55078,0,0,1
55079,1,1,1
55081,0,0,1
55083,0,0,1
55085,0,0,1
55087,0,0,1
55089,1,2,0
55091,0,0,0
55093,0,0,0
